doc,pass,min_similarity,top_n_candidates,top_k,candidate_count,selected_chunk_count,expanded_ref_count,selected_chunk_token_estimate,gt_coverage,full_doc_chunks,rerank_ms_full_corpus
Dvina,missile_airframe,0.45,25,30,3,3,22,908,0.06666666666666667,45,18628.056563436985
Dvina,missile_airframe,0.45,50,5,3,3,22,908,0.06666666666666667,45,18628.056563436985
Dvina,missile_airframe,0.45,50,10,3,3,22,908,0.06666666666666667,45,18628.056563436985
Dvina,missile_airframe,0.45,50,15,3,3,22,908,0.06666666666666667,45,18628.056563436985
Dvina,missile_airframe,0.45,50,20,3,3,22,908,0.06666666666666667,45,18628.056563436985
Dvina,missile_airframe,0.45,50,30,3,3,22,908,0.06666666666666667,45,18628.056563436985
Dvina,missile_airframe,0.45,75,5,3,3,22,908,0.06666666666666667,45,18628.056563436985
Dvina,missile_airframe,0.45,75,10,3,3,22,908,0.06666666666666667,45,18628.056563436985
Dvina,missile_airframe,0.45,75,15,3,3,22,908,0.06666666666666667,45,18628.056563436985
Dvina,missile_airframe,0.45,75,20,3,3,22,908,0.06666666666666667,45,18628.056563436985
Dvina,missile_airframe,0.45,75,30,3,3,22,908,0.06666666666666667,45,18628.056563436985
Dvina,missile_airframe,0.45,100,5,3,3,22,908,0.06666666666666667,45,18628.056563436985
Dvina,missile_airframe,0.45,100,10,3,3,22,908,0.06666666666666667,45,18628.056563436985
Dvina,missile_airframe,0.45,100,15,3,3,22,908,0.06666666666666667,45,18628.056563436985
Dvina,missile_airframe,0.45,100,20,3,3,22,908,0.06666666666666667,45,18628.056563436985
Dvina,missile_airframe,0.45,100,30,3,3,22,908,0.06666666666666667,45,18628.056563436985
Dvina,missile_airframe,0.5,25,5,1,1,17,80,0.06666666666666667,45,18628.056563436985
Dvina,missile_airframe,0.5,25,10,1,1,17,80,0.06666666666666667,45,18628.056563436985
Dvina,missile_airframe,0.5,25,15,1,1,17,80,0.06666666666666667,45,18628.056563436985
Dvina,missile_airframe,0.5,25,20,1,1,17,80,0.06666666666666667,45,18628.056563436985
Dvina,missile_airframe,0.5,25,30,1,1,17,80,0.06666666666666667,45,18628.056563436985
Dvina,missile_airframe,0.5,50,5,1,1,17,80,0.06666666666666667,45,18628.056563436985
Dvina,missile_airframe,0.5,50,10,1,1,17,80,0.06666666666666667,45,18628.056563436985
Dvina,missile_airframe,0.5,50,15,1,1,17,80,0.06666666666666667,45,18628.056563436985
Dvina,missile_airframe,0.5,50,20,1,1,17,80,0.06666666666666667,45,18628.056563436985
Dvina,missile_airframe,0.5,50,30,1,1,17,80,0.06666666666666667,45,18628.056563436985
Dvina,missile_airframe,0.5,75,5,1,1,17,80,0.06666666666666667,45,18628.056563436985
Dvina,missile_airframe,0.5,75,10,1,1,17,80,0.06666666666666667,45,18628.056563436985
Dvina,missile_airframe,0.5,75,15,1,1,17,80,0.06666666666666667,45,18628.056563436985
Dvina,missile_airframe,0.5,75,20,1,1,17,80,0.06666666666666667,45,18628.056563436985
Dvina,missile_airframe,0.5,75,30,1,1,17,80,0.06666666666666667,45,18628.056563436985
Dvina,missile_airframe,0.5,100,5,1,1,17,80,0.06666666666666667,45,18628.056563436985
Dvina,missile_airframe,0.5,100,10,1,1,17,80,0.06666666666666667,45,18628.056563436985
Dvina,missile_airframe,0.5,100,15,1,1,17,80,0.06666666666666667,45,18628.056563436985
Dvina,missile_airframe,0.5,100,20,1,1,17,80,0.06666666666666667,45,18628.056563436985
Dvina,missile_airframe,0.5,100,30,1,1,17,80,0.06666666666666667,45,18628.056563436985
Dvina,missile_speed_timing,0.2,25,5,25,5,21,1183,0.13333333333333333,45,27362.74854838848
Dvina,missile_speed_timing,0.2,25,10,25,10,25,1861,0.13333333333333333,45,27362.74854838848
Dvina,missile_speed_timing,0.2,25,15,25,15,48,4010,0.13333333333333333,45,27362.74854838848
Dvina,missile_speed_timing,0.2,25,20,25,20,62,6001,0.13333333333333333,45,27362.74854838848
Dvina,missile_speed_timing,0.2,25,30,25,25,113,8239,0.13333333333333333,45,27362.74854838848
Dvina,missile_speed_timing,0.2,50,5,45,5,3,2560,0.3333333333333333,45,27362.74854838848
Dvina,missile_speed_timing,0.2,50,10,45,10,7,5120,0.6666666666666666,45,27362.74854838848
Dvina,missile_speed_timing,0.2,50,15,45,15,25,6785,1.0,45,27362.74854838848
Dvina,missile_speed_timing,0.2,50,20,45,20,26,9280,1.0,45,27362.74854838848
Dvina,missile_speed_timing,0.2,50,30,45,30,26,11981,1.0,45,27362.74854838848
Dvina,missile_speed_timing,0.2,75,5,45,5,3,2560,0.3333333333333333,45,27362.74854838848
Dvina,missile_speed_timing,0.2,75,10,45,10,7,5120,0.6666666666666666,45,27362.74854838848
Dvina,missile_speed_timing,0.2,75,15,45,15,25,6785,1.0,45,27362.74854838848
Dvina,missile_speed_timing,0.2,75,20,45,20,26,9280,1.0,45,27362.74854838848
Dvina,missile_speed_timing,0.2,75,30,45,30,26,11981,1.0,45,27362.74854838848
Dvina,missile_speed_timing,0.2,100,5,45,5,3,2560,0.3333333333333333,45,27362.74854838848
Dvina,missile_speed_timing,0.2,100,10,45,10,7,5120,0.6666666666666666,45,27362.74854838848
Dvina,missile_speed_timing,0.2,100,15,45,15,25,6785,1.0,45,27362.74854838848
Dvina,missile_speed_timing,0.2,100,20,45,20,26,9280,1.0,45,27362.74854838848
Dvina,missile_speed_timing,0.2,100,30,45,30,26,11981,1.0,45,27362.74854838848
Dvina,missile_speed_timing,0.25,25,5,25,5,21,1183,0.13333333333333333,45,27362.74854838848
Dvina,missile_speed_timing,0.25,25,10,25,10,25,1861,0.13333333333333333,45,27362.74854838848
Dvina,missile_speed_timing,0.25,25,15,25,15,48,4010,0.13333333333333333,45,27362.74854838848
Dvina,missile_speed_timing,0.25,25,20,25,20,62,6001,0.13333333333333333,45,27362.74854838848
Dvina,missile_speed_timing,0.25,25,30,25,25,113,8239,0.13333333333333333,45,27362.74854838848
Dvina,missile_speed_timing,0.25,50,5,45,5,3,2560,0.3333333333333333,45,27362.74854838848
Dvina,missile_speed_timing,0.25,50,10,45,10,7,5120,0.6666666666666666,45,27362.74854838848
Dvina,missile_speed_timing,0.25,50,15,45,15,25,6785,1.0,45,27362.74854838848
Dvina,missile_speed_timing,0.25,50,20,45,20,26,9280,1.0,45,27362.74854838848
Dvina,missile_speed_timing,0.25,50,30,45,30,26,11981,1.0,45,27362.74854838848
Dvina,missile_speed_timing,0.25,75,5,45,5,3,2560,0.3333333333333333,45,27362.74854838848
Dvina,missile_speed_timing,0.25,75,10,45,10,7,5120,0.6666666666666666,45,27362.74854838848
Dvina,missile_speed_timing,0.25,75,15,45,15,25,6785,1.0,45,27362.74854838848
Dvina,missile_speed_timing,0.25,75,20,45,20,26,9280,1.0,45,27362.74854838848
Dvina,missile_speed_timing,0.25,75,30,45,30,26,11981,1.0,45,27362.74854838848
Dvina,missile_speed_timing,0.25,100,5,45,5,3,2560,0.3333333333333333,45,27362.74854838848
Dvina,missile_speed_timing,0.25,100,10,45,10,7,5120,0.6666666666666666,45,27362.74854838848
Dvina,missile_speed_timing,0.25,100,15,45,15,25,6785,1.0,45,27362.74854838848
Dvina,missile_speed_timing,0.25,100,20,45,20,26,9280,1.0,45,27362.74854838848
Dvina,missile_speed_timing,0.25,100,30,45,30,26,11981,1.0,45,27362.74854838848
Dvina,missile_speed_timing,0.3,25,5,25,5,21,1183,0.13333333333333333,45,27362.74854838848
Dvina,missile_speed_timing,0.3,25,10,25,10,25,1861,0.13333333333333333,45,27362.74854838848
Dvina,missile_speed_timing,0.3,25,15,25,15,48,4010,0.13333333333333333,45,27362.74854838848
Dvina,missile_speed_timing,0.3,25,20,25,20,62,6001,0.13333333333333333,45,27362.74854838848
Dvina,missile_speed_timing,0.3,25,30,25,25,113,8239,0.13333333333333333,45,27362.74854838848
Dvina,missile_speed_timing,0.3,50,5,45,5,3,2560,0.3333333333333333,45,27362.74854838848
Dvina,missile_speed_timing,0.3,50,10,45,10,7,5120,0.6666666666666666,45,27362.74854838848
Dvina,missile_speed_timing,0.3,50,15,45,15,25,6785,1.0,45,27362.74854838848
Dvina,missile_speed_timing,0.3,50,20,45,20,26,9280,1.0,45,27362.74854838848
Dvina,missile_speed_timing,0.3,50,30,45,30,26,11981,1.0,45,27362.74854838848
Dvina,missile_speed_timing,0.3,75,5,45,5,3,2560,0.3333333333333333,45,27362.74854838848
Dvina,missile_speed_timing,0.3,75,10,45,10,7,5120,0.6666666666666666,45,27362.74854838848
Dvina,missile_speed_timing,0.3,75,15,45,15,25,6785,1.0,45,27362.74854838848
Dvina,missile_speed_timing,0.3,75,20,45,20,26,9280,1.0,45,27362.74854838848
Dvina,missile_speed_timing,0.3,75,30,45,30,26,11981,1.0,45,27362.74854838848
Dvina,missile_speed_timing,0.3,100,5,45,5,3,2560,0.3333333333333333,45,27362.74854838848
Dvina,missile_speed_timing,0.3,100,10,45,10,7,5120,0.6666666666666666,45,27362.74854838848
Dvina,missile_speed_timing,0.3,100,15,45,15,25,6785,1.0,45,27362.74854838848
Dvina,missile_speed_timing,0.3,100,20,45,20,26,9280,1.0,45,27362.74854838848
Dvina,missile_speed_timing,0.3,100,30,45,30,26,11981,1.0,45,27362.74854838848
Dvina,missile_speed_timing,0.35,25,5,25,5,21,1183,0.13333333333333333,45,27362.74854838848
Dvina,missile_speed_timing,0.35,25,10,25,10,25,1861,0.13333333333333333,45,27362.74854838848
Dvina,missile_speed_timing,0.35,25,15,25,15,48,4010,0.13333333333333333,45,27362.74854838848
Dvina,missile_speed_timing,0.35,25,20,25,20,62,6001,0.13333333333333333,45,27362.74854838848
Dvina,missile_speed_timing,0.35,25,30,25,25,113,8239,0.13333333333333333,45,27362.74854838848
Dvina,missile_speed_timing,0.35,50,5,45,5,3,2560,0.3333333333333333,45,27362.74854838848
Dvina,missile_speed_timing,0.35,50,10,45,10,7,5120,0.6666666666666666,45,27362.74854838848
Dvina,missile_speed_timing,0.35,50,15,45,15,25,6785,1.0,45,27362.74854838848
Dvina,missile_speed_timing,0.35,50,20,45,20,26,9280,1.0,45,27362.74854838848
Dvina,missile_speed_timing,0.35,50,30,45,30,26,11981,1.0,45,27362.74854838848
Dvina,missile_speed_timing,0.35,75,5,45,5,3,2560,0.3333333333333333,45,27362.74854838848
Dvina,missile_speed_timing,0.35,75,10,45,10,7,5120,0.6666666666666666,45,27362.74854838848
Dvina,missile_speed_timing,0.35,75,15,45,15,25,6785,1.0,45,27362.74854838848
Dvina,missile_speed_timing,0.35,75,20,45,20,26,9280,1.0,45,27362.74854838848
Dvina,missile_speed_timing,0.35,75,30,45,30,26,11981,1.0,45,27362.74854838848
Dvina,missile_speed_timing,0.35,100,5,45,5,3,2560,0.3333333333333333,45,27362.74854838848
Dvina,missile_speed_timing,0.35,100,10,45,10,7,5120,0.6666666666666666,45,27362.74854838848
Dvina,missile_speed_timing,0.35,100,15,45,15,25,6785,1.0,45,27362.74854838848
Dvina,missile_speed_timing,0.35,100,20,45,20,26,9280,1.0,45,27362.74854838848
Dvina,missile_speed_timing,0.35,100,30,45,30,26,11981,1.0,45,27362.74854838848
Dvina,missile_speed_timing,0.4,25,5,14,5,25,2002,0.06666666666666667,45,27362.74854838848
Dvina,missile_speed_timing,0.4,25,10,14,10,54,4142,0.06666666666666667,45,27362.74854838848
Dvina,missile_speed_timing,0.4,25,15,14,14,101,5951,0.06666666666666667,45,27362.74854838848
Dvina,missile_speed_timing,0.4,25,20,14,14,101,5951,0.06666666666666667,45,27362.74854838848
Dvina,missile_speed_timing,0.4,25,30,14,14,101,5951,0.06666666666666667,45,27362.74854838848
Dvina,missile_speed_timing,0.4,50,5,14,5,25,2002,0.06666666666666667,45,27362.74854838848
Dvina,missile_speed_timing,0.4,50,10,14,10,54,4142,0.06666666666666667,45,27362.74854838848
Dvina,missile_speed_timing,0.4,50,15,14,14,101,5951,0.06666666666666667,45,27362.74854838848
Dvina,missile_speed_timing,0.4,50,20,14,14,101,5951,0.06666666666666667,45,27362.74854838848
Dvina,missile_speed_timing,0.4,50,30,14,14,101,5951,0.06666666666666667,45,27362.74854838848
Dvina,missile_speed_timing,0.4,75,5,14,5,25,2002,0.06666666666666667,45,27362.74854838848
Dvina,missile_speed_timing,0.4,75,10,14,10,54,4142,0.06666666666666667,45,27362.74854838848
Dvina,missile_speed_timing,0.4,75,15,14,14,101,5951,0.06666666666666667,45,27362.74854838848
Dvina,missile_speed_timing,0.4,75,20,14,14,101,5951,0.06666666666666667,45,27362.74854838848
Dvina,missile_speed_timing,0.4,75,30,14,14,101,5951,0.06666666666666667,45,27362.74854838848
Dvina,missile_speed_timing,0.4,100,5,14,5,25,2002,0.06666666666666667,45,27362.74854838848
Dvina,missile_speed_timing,0.4,100,10,14,10,54,4142,0.06666666666666667,45,27362.74854838848
Dvina,missile_speed_timing,0.4,100,15,14,14,101,5951,0.06666666666666667,45,27362.74854838848
Dvina,missile_speed_timing,0.4,100,20,14,14,101,5951,0.06666666666666667,45,27362.74854838848
Dvina,missile_speed_timing,0.4,100,30,14,14,101,5951,0.06666666666666667,45,27362.74854838848
Dvina,missile_speed_timing,0.45,25,5,4,4,40,1350,0.06666666666666667,45,27362.74854838848
Dvina,missile_speed_timing,0.45,25,10,4,4,40,1350,0.06666666666666667,45,27362.74854838848
Dvina,missile_speed_timing,0.45,25,15,4,4,40,1350,0.06666666666666667,45,27362.74854838848
Dvina,missile_speed_timing,0.45,25,20,4,4,40,1350,0.06666666666666667,45,27362.74854838848
Dvina,missile_speed_timing,0.45,25,30,4,4,40,1350,0.06666666666666667,45,27362.74854838848
Dvina,missile_speed_timing,0.45,50,5,4,4,40,1350,0.06666666666666667,45,27362.74854838848
Dvina,missile_speed_timing,0.45,50,10,4,4,40,1350,0.06666666666666667,45,27362.74854838848
Dvina,missile_speed_timing,0.45,50,15,4,4,40,1350,0.06666666666666667,45,27362.74854838848
Dvina,missile_speed_timing,0.45,50,20,4,4,40,1350,0.06666666666666667,45,27362.74854838848
Dvina,missile_speed_timing,0.45,50,30,4,4,40,1350,0.06666666666666667,45,27362.74854838848
Dvina,missile_speed_timing,0.45,75,5,4,4,40,1350,0.06666666666666667,45,27362.74854838848
Dvina,missile_speed_timing,0.45,75,10,4,4,40,1350,0.06666666666666667,45,27362.74854838848
Dvina,missile_speed_timing,0.45,75,15,4,4,40,1350,0.06666666666666667,45,27362.74854838848
Dvina,missile_speed_timing,0.45,75,20,4,4,40,1350,0.06666666666666667,45,27362.74854838848
Dvina,missile_speed_timing,0.45,75,30,4,4,40,1350,0.06666666666666667,45,27362.74854838848
Dvina,missile_speed_timing,0.45,100,5,4,4,40,1350,0.06666666666666667,45,27362.74854838848
Dvina,missile_speed_timing,0.45,100,10,4,4,40,1350,0.06666666666666667,45,27362.74854838848
Dvina,missile_speed_timing,0.45,100,15,4,4,40,1350,0.06666666666666667,45,27362.74854838848
Dvina,missile_speed_timing,0.45,100,20,4,4,40,1350,0.06666666666666667,45,27362.74854838848
Dvina,missile_speed_timing,0.45,100,30,4,4,40,1350,0.06666666666666667,45,27362.74854838848
Dvina,missile_speed_timing,0.5,25,5,1,1,17,80,0.06666666666666667,45,27362.74854838848
Dvina,missile_speed_timing,0.5,25,10,1,1,17,80,0.06666666666666667,45,27362.74854838848
Dvina,missile_speed_timing,0.5,25,15,1,1,17,80,0.06666666666666667,45,27362.74854838848
Dvina,missile_speed_timing,0.5,25,20,1,1,17,80,0.06666666666666667,45,27362.74854838848
Dvina,missile_speed_timing,0.5,25,30,1,1,17,80,0.06666666666666667,45,27362.74854838848
Dvina,missile_speed_timing,0.5,50,5,1,1,17,80,0.06666666666666667,45,27362.74854838848
Dvina,missile_speed_timing,0.5,50,10,1,1,17,80,0.06666666666666667,45,27362.74854838848
Dvina,missile_speed_timing,0.5,50,15,1,1,17,80,0.06666666666666667,45,27362.74854838848
Dvina,missile_speed_timing,0.5,50,20,1,1,17,80,0.06666666666666667,45,27362.74854838848
Dvina,missile_speed_timing,0.5,50,30,1,1,17,80,0.06666666666666667,45,27362.74854838848
Dvina,missile_speed_timing,0.5,75,5,1,1,17,80,0.06666666666666667,45,27362.74854838848
Dvina,missile_speed_timing,0.5,75,10,1,1,17,80,0.06666666666666667,45,27362.74854838848
Dvina,missile_speed_timing,0.5,75,15,1,1,17,80,0.06666666666666667,45,27362.74854838848
Dvina,missile_speed_timing,0.5,75,20,1,1,17,80,0.06666666666666667,45,27362.74854838848
Dvina,missile_speed_timing,0.5,75,30,1,1,17,80,0.06666666666666667,45,27362.74854838848
Dvina,missile_speed_timing,0.5,100,5,1,1,17,80,0.06666666666666667,45,27362.74854838848
Dvina,missile_speed_timing,0.5,100,10,1,1,17,80,0.06666666666666667,45,27362.74854838848
Dvina,missile_speed_timing,0.5,100,15,1,1,17,80,0.06666666666666667,45,27362.74854838848
Dvina,missile_speed_timing,0.5,100,20,1,1,17,80,0.06666666666666667,45,27362.74854838848
Dvina,missile_speed_timing,0.5,100,30,1,1,17,80,0.06666666666666667,45,27362.74854838848
Dvina,missile_propulsion,0.2,25,5,25,5,6,691,0.3333333333333333,45,32406.572131440043
Dvina,missile_propulsion,0.2,25,10,25,10,27,2233,0.4,45,32406.572131440043
Dvina,missile_propulsion,0.2,25,15,25,15,62,4616,0.4,45,32406.572131440043
Dvina,missile_propulsion,0.2,25,20,25,20,83,6542,0.4,45,32406.572131440043
Dvina,missile_propulsion,0.2,25,30,25,25,125,8684,0.4,45,32406.572131440043
Dvina,missile_propulsion,0.2,50,5,45,5,3,2088,0.3333333333333333,45,32406.572131440043
Dvina,missile_propulsion,0.2,50,10,45,10,8,4648,0.6666666666666666,45,32406.572131440043
Dvina,missile_propulsion,0.2,50,15,45,15,8,4883,1.0,45,32406.572131440043
Dvina,missile_propulsion,0.2,50,20,45,20,8,7443,1.0,45,32406.572131440043
Dvina,missile_propulsion,0.2,50,30,45,30,29,11926,1.0,45,32406.572131440043
Dvina,missile_propulsion,0.2,75,5,45,5,3,2088,0.3333333333333333,45,32406.572131440043
Dvina,missile_propulsion,0.2,75,10,45,10,8,4648,0.6666666666666666,45,32406.572131440043
Dvina,missile_propulsion,0.2,75,15,45,15,8,4883,1.0,45,32406.572131440043
Dvina,missile_propulsion,0.2,75,20,45,20,8,7443,1.0,45,32406.572131440043
Dvina,missile_propulsion,0.2,75,30,45,30,29,11926,1.0,45,32406.572131440043
Dvina,missile_propulsion,0.2,100,5,45,5,3,2088,0.3333333333333333,45,32406.572131440043
Dvina,missile_propulsion,0.2,100,10,45,10,8,4648,0.6666666666666666,45,32406.572131440043
Dvina,missile_propulsion,0.2,100,15,45,15,8,4883,1.0,45,32406.572131440043
Dvina,missile_propulsion,0.2,100,20,45,20,8,7443,1.0,45,32406.572131440043
Dvina,missile_propulsion,0.2,100,30,45,30,29,11926,1.0,45,32406.572131440043
Dvina,missile_propulsion,0.25,25,5,25,5,6,691,0.3333333333333333,45,32406.572131440043
Dvina,missile_propulsion,0.25,25,10,25,10,27,2233,0.4,45,32406.572131440043
Dvina,missile_propulsion,0.25,25,15,25,15,62,4616,0.4,45,32406.572131440043
Dvina,missile_propulsion,0.25,25,20,25,20,83,6542,0.4,45,32406.572131440043
Dvina,missile_propulsion,0.25,25,30,25,25,125,8684,0.4,45,32406.572131440043
Dvina,missile_propulsion,0.25,50,5,45,5,3,2088,0.3333333333333333,45,32406.572131440043
Dvina,missile_propulsion,0.25,50,10,45,10,8,4648,0.6666666666666666,45,32406.572131440043
Dvina,missile_propulsion,0.25,50,15,45,15,8,4883,1.0,45,32406.572131440043
Dvina,missile_propulsion,0.25,50,20,45,20,8,7443,1.0,45,32406.572131440043
Dvina,missile_propulsion,0.25,50,30,45,30,29,11926,1.0,45,32406.572131440043
Dvina,missile_propulsion,0.25,75,5,45,5,3,2088,0.3333333333333333,45,32406.572131440043
Dvina,missile_propulsion,0.25,75,10,45,10,8,4648,0.6666666666666666,45,32406.572131440043
Dvina,missile_propulsion,0.25,75,15,45,15,8,4883,1.0,45,32406.572131440043
Dvina,missile_propulsion,0.25,75,20,45,20,8,7443,1.0,45,32406.572131440043
Dvina,missile_propulsion,0.25,75,30,45,30,29,11926,1.0,45,32406.572131440043
Dvina,missile_propulsion,0.25,100,5,45,5,3,2088,0.3333333333333333,45,32406.572131440043
Dvina,missile_propulsion,0.25,100,10,45,10,8,4648,0.6666666666666666,45,32406.572131440043
Dvina,missile_propulsion,0.25,100,15,45,15,8,4883,1.0,45,32406.572131440043
Dvina,missile_propulsion,0.25,100,20,45,20,8,7443,1.0,45,32406.572131440043
Dvina,missile_propulsion,0.25,100,30,45,30,29,11926,1.0,45,32406.572131440043
Dvina,missile_propulsion,0.3,25,5,25,5,6,691,0.3333333333333333,45,32406.572131440043
Dvina,missile_propulsion,0.3,25,10,25,10,27,2233,0.4,45,32406.572131440043
Dvina,missile_propulsion,0.3,25,15,25,15,62,4616,0.4,45,32406.572131440043
Dvina,missile_propulsion,0.3,25,20,25,20,83,6542,0.4,45,32406.572131440043
Dvina,missile_propulsion,0.3,25,30,25,25,125,8684,0.4,45,32406.572131440043
Dvina,missile_propulsion,0.3,50,5,45,5,3,2088,0.3333333333333333,45,32406.572131440043
Dvina,missile_propulsion,0.3,50,10,45,10,8,4648,0.6666666666666666,45,32406.572131440043
Dvina,missile_propulsion,0.3,50,15,45,15,8,4883,1.0,45,32406.572131440043
Dvina,missile_propulsion,0.3,50,20,45,20,8,7443,1.0,45,32406.572131440043
Dvina,missile_propulsion,0.3,50,30,45,30,29,11926,1.0,45,32406.572131440043
Dvina,missile_propulsion,0.3,75,5,45,5,3,2088,0.3333333333333333,45,32406.572131440043
Dvina,missile_propulsion,0.3,75,10,45,10,8,4648,0.6666666666666666,45,32406.572131440043
Dvina,missile_propulsion,0.3,75,15,45,15,8,4883,1.0,45,32406.572131440043
Dvina,missile_propulsion,0.3,75,20,45,20,8,7443,1.0,45,32406.572131440043
Dvina,missile_propulsion,0.3,75,30,45,30,29,11926,1.0,45,32406.572131440043
Dvina,missile_propulsion,0.3,100,5,45,5,3,2088,0.3333333333333333,45,32406.572131440043
Dvina,missile_propulsion,0.3,100,10,45,10,8,4648,0.6666666666666666,45,32406.572131440043
Dvina,missile_propulsion,0.3,100,15,45,15,8,4883,1.0,45,32406.572131440043
Dvina,missile_propulsion,0.3,100,20,45,20,8,7443,1.0,45,32406.572131440043
Dvina,missile_propulsion,0.3,100,30,45,30,29,11926,1.0,45,32406.572131440043
Dvina,missile_propulsion,0.35,25,5,25,5,6,691,0.3333333333333333,45,32406.572131440043
Dvina,missile_propulsion,0.35,25,10,25,10,27,2233,0.4,45,32406.572131440043
Dvina,missile_propulsion,0.35,25,15,25,15,62,4616,0.4,45,32406.572131440043
